Amount,School Year,Region,Grade Level,Gender
6,2019-2020,Region IV-B - MIMAROPA,Non-Grade (JHS),Female
76,2019-2020,Region V - Bicol Region,Non-Grade (JHS),Female
34,2019-2020,Region VI - Western Visayas,Non-Grade (JHS),Female
2,2019-2020,Region VII - Central Visayas,Non-Grade (JHS),Female
-,2019-2020,Region VIII - Eastern Visayas,Non-Grade (JHS),Female
14,2019-2020,Region IX - Zamboanga Peninsula,Non-Grade (JHS),Female
64,2019-2020,Region X - Northern Mindanao,Non-Grade (JHS),Female
16,2019-2020,Region XI - Davao Region,Non-Grade (JHS),Female
10,2019-2020,Region XII - Soccsksargen,Non-Grade (JHS),Female
9,2019-2020,CARAGA - CARAGA,Non-Grade (JHS),Female
-,2019-2020,BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,Non-Grade (JHS),Female
21,2019-2020,CAR - Cordillera Administrative Region,Non-Grade (JHS),Female
114,2019-2020,NCR - National Capital Region,Non-Grade (JHS),Female
51,2020-2021,Region I - Ilocos Region,Non-Grade (JHS),Male
11,2020-2021,Region II - Cagayan Valley,Non-Grade (JHS),Male
94,2020-2021,Region III - Central Luzon,Non-Grade (JHS),Male
317,2020-2021,Region IV-A - CALABARZON,Non-Grade (JHS),Male
13,2020-2021,Region IV-B - MIMAROPA,Non-Grade (JHS),Male
44,2020-2021,Region V - Bicol Region,Non-Grade (JHS),Male
24,2020-2021,Region VI - Western Visayas,Non-Grade (JHS),Male
7,2020-2021,Region VII - Central Visayas,Non-Grade (JHS),Male
-,2020-2021,Region VIII - Eastern Visayas,Non-Grade (JHS),Male
10,2020-2021,Region IX - Zamboanga Peninsula,Non-Grade (JHS),Male
76,2020-2021,Region X - Northern Mindanao,Non-Grade (JHS),Male
7,2020-2021,Region XI - Davao Region,Non-Grade (JHS),Male
50,2020-2021,Region XII - Soccsksargen,Non-Grade (JHS),Male
15,2020-2021,CARAGA - CARAGA,Non-Grade (JHS),Male
-,2020-2021,BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,Non-Grade (JHS),Male
12,2020-2021,CAR - Cordillera Administrative Region,Non-Grade (JHS),Male
222,2020-2021,NCR - National Capital Region,Non-Grade (JHS),Male
26,2020-2021,Region I - Ilocos Region,Non-Grade (JHS),Female
17,2020-2021,Region II - Cagayan Valley,Non-Grade (JHS),Female
78,2020-2021,Region III - Central Luzon,Non-Grade (JHS),Female
201,2020-2021,Region IV-A - CALABARZON,Non-Grade (JHS),Female
12,2020-2021,Region IV-B - MIMAROPA,Non-Grade (JHS),Female
25,2020-2021,Region V - Bicol Region,Non-Grade (JHS),Female
21,2020-2021,Region VI - Western Visayas,Non-Grade (JHS),Female
2,2020-2021,Region VII - Central Visayas,Non-Grade (JHS),Female
-,2020-2021,Region VIII - Eastern Visayas,Non-Grade (JHS),Female
23,2020-2021,Region IX - Zamboanga Peninsula,Non-Grade (JHS),Female
47,2020-2021,Region X - Northern Mindanao,Non-Grade (JHS),Female
10,2020-2021,Region XI - Davao Region,Non-Grade (JHS),Female
24,2020-2021,Region XII - Soccsksargen,Non-Grade (JHS),Female
15,2020-2021,CARAGA - CARAGA,Non-Grade (JHS),Female
-,2020-2021,BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,Non-Grade (JHS),Female
9,2020-2021,CAR - Cordillera Administrative Region,Non-Grade (JHS),Female
141,2020-2021,NCR - National Capital Region,Non-Grade (JHS),Female
